Precinct Name,Carson_Ben,Fiorina_Carly,Christie_Chris,Trump_Donald,Bush_Jeb,Gilmore_Jim,Kasich_John,Graham_Lindsey,Rubio_Marco,Huckabee_Mike,Cruz_Ted,Paul_Rand,Santorum_Rick,Sanders_Bernie,Clinton_Hillary,O'Malley_Martin,
# AB - Central Absentee Precinct,2,1,0,25,0,0,2,0,26,1,16,0,0,43,90,3,
## Provisional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101 - CHINCOTEAGUE,63,0,1,328,1,1,30,0,107,1,66,1,0,109,139,2,
201 - ATLANTIC,29,1,0,139,0,0,9,0,43,0,44,1,0,21,44,1,
202 - GREENBACKVILLE,35,1,0,192,0,0,15,1,67,1,64,2,0,48,90,0,
301 - OAK HALL,29,0,0,146,0,0,5,1,39,0,45,2,0,30,160,1,
401 - BLOXOM,20,0,0,85,0,0,6,0,31,2,17,0,0,12,32,0,
402 - PARKSLEY,21,0,1,125,0,2,6,0,45,0,57,1,0,14,48,0,
403 - SAXIS,10,0,0,45,0,1,2,0,10,1,15,0,0,8,14,0,
501 - MAPPSVILLE,22,0,0,61,0,0,2,0,17,0,19,0,0,17,101,2,
502 - RUE,7,0,0,24,0,0,4,0,18,0,14,1,0,28,126,0,
601 - ACCOMAC,23,0,1,169,0,0,15,0,65,1,62,0,0,55,140,1,
602 - TANGIER,21,0,0,76,0,0,2,0,41,1,16,0,0,5,6,0,
701 - ONANCOCK,43,1,0,154,0,0,35,0,138,0,62,0,0,103,181,2,
702 - ONLEY,9,0,0,78,1,0,17,0,42,1,30,2,0,28,80,0,
801 - BOBTOWN,14,0,0,87,0,0,20,0,54,0,47,0,0,37,52,0,
802 - MELFA,19,0,0,89,0,0,2,0,45,1,28,0,0,26,114,0,
803 - WACHAPREAGUE,14,0,1,106,2,0,11,0,42,0,27,1,1,23,53,0,
901 - PAINTER,30,0,0,139,0,0,27,0,77,0,56,1,0,75,320,3,
101 - WOODBROOK,38,0,1,126,1,1,109,0,221,1,118,4,0,273,324,0,
103 - BRANCHLANDS,13,1,0,43,1,0,21,1,52,1,33,1,1,104,172,4,
104 - AGNOR-HURT,17,0,0,99,0,0,35,0,117,1,58,1,1,275,289,1,
105 - DUNLORA,22,1,1,123,4,0,127,0,243,1,70,2,0,321,403,6,
106 - NORTHSIDE,32,1,1,179,6,3,91,0,235,4,135,1,0,269,305,5,
201 - JACK JOUETT,23,0,0,107,1,1,87,0,193,0,73,3,1,187,291,1,
202 - UNIVERSITY HALL,7,0,0,29,1,0,65,0,218,0,21,0,0,309,227,1,
203 - GEORGETOWN,13,0,1,72,0,0,40,0,120,0,67,1,1,306,330,2,
204 - BELFIELD,4,0,1,63,3,0,96,0,101,1,27,0,0,58,167,0,
301 - IVY,29,0,0,175,0,0,186,1,401,0,143,0,2,373,573,4,
302 - RED HILL,17,0,0,146,0,1,64,0,173,0,135,0,0,302,329,2,
304 - EAST IVY,15,0,1,48,1,0,59,0,106,0,19,1,0,85,138,0,
305 - COUNTRY GREEN,24,0,1,88,2,0,53,0,151,0,91,4,0,261,304,1,
306 - PORTERS,11,0,0,74,1,0,8,0,48,0,50,2,0,139,155,2,
307 - YELLOW MOUNTAIN,6,0,0,32,1,0,24,0,61,0,26,2,0,75,62,2,
401 - SCOTTSVILLE,17,0,0,141,0,1,24,0,82,0,63,1,0,111,132,2,
402 - MONTICELLO,12,1,2,127,0,0,16,1,47,0,53,1,0,139,105,0,
405 - CALE,34,2,0,151,2,0,102,0,282,3,107,5,0,544,583,5,
406 - STONE ROBINSON,35,0,0,246,2,0,133,0,276,1,128,3,0,184,270,1,
501 - KESWICK,13,0,0,104,0,1,19,0,102,2,52,1,1,96,162,0,
502 - STONY POINT,12,0,0,100,1,0,58,0,135,0,74,2,0,137,149,3,
503 - HOLLYMEAD,39,0,2,130,1,1,96,0,270,0,74,1,0,213,278,3,
504 - FREE BRIDGE,20,3,2,180,2,0,180,1,297,0,113,1,0,347,516,4,
506 - BAKER-BUTLER,35,0,2,202,0,1,102,0,278,1,142,2,0,254,297,3,
601 - CROZET,51,1,2,220,8,0,122,0,326,2,137,4,1,433,437,4,
602 - FREE UNION,16,0,0,93,0,0,34,0,100,0,58,0,0,132,132,2,
603 - EARLYSVILLE,48,1,0,227,3,2,106,0,308,2,144,2,0,258,345,3,
604 - BROWNSVILLE,49,2,1,245,3,2,187,0,429,2,139,3,0,404,491,1,
101 - ARRITT,11,0,0,90,0,0,3,0,30,0,25,1,1,11,31,0,
103 - DAMERON,4,0,0,42,0,0,5,0,19,0,7,0,0,9,14,0,
201 - HUMPBACK BRIDGE,8,0,0,45,1,0,1,0,23,0,13,0,0,15,20,1,
202 - DOLLY ANN,11,0,1,63,0,0,16,0,30,2,20,1,0,16,23,0,
301 - CALLAGHAN,10,0,0,70,0,0,7,0,7,0,12,0,0,8,17,0,
302 - GRIFFITH,17,0,0,70,0,0,8,0,44,0,25,1,0,14,34,0,
401 - LOW MOOR,14,0,0,49,0,0,6,0,19,2,10,0,0,14,27,2,
402 - JACKSON HEIGHTS,10,1,1,98,1,0,6,0,27,0,23,1,0,15,36,0,
501 - IRON GATE,5,0,0,18,0,0,1,0,15,0,12,0,0,14,20,0,
502 - PETERS SWITCH,14,0,0,74,1,0,8,0,58,0,38,0,0,34,48,1,
601 - DISTRICT 1,13,0,0,64,1,0,4,0,73,0,35,0,0,42,82,1,
701 - DISTRICT 2,13,0,0,49,0,0,1,0,25,1,21,0,0,38,68,0,
101 - NUMBER ONE,27,0,2,158,0,0,7,1,52,1,68,0,0,20,114,1,
201 - NUMBER TWO,25,0,1,195,1,0,20,0,95,1,100,0,1,48,144,0,
301 - NUMBER THREE,23,0,0,224,0,1,8,0,94,1,88,2,0,40,87,0,
401 - NUMBER FOUR,29,0,0,240,2,1,11,0,118,0,109,0,0,30,100,1,
501 - NUMBER FIVE,36,0,0,211,0,0,8,0,80,0,86,0,0,33,209,0,
101 - WRIGHT SHOP,12,0,0,82,1,0,2,0,31,0,48,0,0,31,131,2,
102 - NEW GLASGOW,32,1,0,142,0,1,9,0,61,0,115,0,0,35,81,0,
103 - COOLWELL,15,0,1,104,0,0,1,0,36,0,65,0,0,17,34,1,
201 - COURT HOUSE,73,0,5,245,2,1,28,0,163,1,151,2,0,121,155,2,
202 - TEMPERANCE,28,0,0,115,0,0,12,0,47,3,64,0,0,38,44,0,
301 - MONROE,29,0,0,131,1,0,10,0,54,0,73,1,0,30,44,0,
302 - ELON,70,0,1,282,2,0,36,0,136,2,236,1,0,63,85,3,
303 - PLEASANT VIEW,16,0,0,56,0,0,8,0,32,0,44,0,0,20,31,0,
401 - AMELON,66,0,2,302,2,0,25,0,147,2,170,2,0,88,184,2,
402 - LONCO,22,0,0,74,0,0,1,0,26,1,42,0,0,18,37,1,
501 - MADISON,64,0,1,213,2,0,15,0,128,1,183,1,0,80,198,1,
101 - VERA,16,0,0,91,1,0,8,0,46,1,41,0,0,19,24,1,
102 - PAMPLIN,19,0,0,134,0,0,6,0,54,3,88,0,0,30,79,1,
201 - CHAP,8,0,0,48,0,0,3,0,14,0,27,0,0,13,32,0,
202 - SPOUT SPRING,37,0,0,193,1,1,14,0,88,1,68,1,1,30,51,2,
301 - US  460,22,0,0,111,1,0,6,0,27,0,74,0,0,16,42,0,
302 - STONEWALL,34,0,0,116,1,0,6,0,41,2,96,1,0,23,38,0,
401 - COURTHOUSE,38,0,0,150,0,0,17,0,82,0,104,4,0,35,72,1,
501 - OAKVILLE,19,1,0,129,2,0,12,0,52,0,92,1,0,33,73,1,
502 - AGEE,14,0,0,46,0,0,9,0,25,0,29,5,0,12,33,0,
001 - ARLINGTON,2,1,0,47,2,1,32,0,87,0,25,0,0,183,375,1,
002 - ASHTON HEIGHTS,4,0,0,68,0,0,114,0,217,0,35,3,0,270,571,5,
003 - AURORA HILLS,11,0,0,75,0,0,97,0,179,0,29,1,0,171,341,0,
004 - BALLSTON,10,0,0,69,2,0,93,0,209,0,30,1,0,279,426,5,
005 - BARCROFT,5,0,0,54,1,0,76,0,169,0,36,0,0,195,480,5,
006 - CRYSTAL CITY,4,1,0,80,1,0,64,0,173,0,34,0,0,159,325,2,
007 - CHERRYDALE,8,0,0,73,3,0,119,0,219,1,41,1,0,229,579,4,
008 - HUME,17,1,1,97,3,0,101,0,253,0,40,3,1,261,496,1,
009 - COLUMBIA,16,0,0,90,1,0,88,0,201,0,29,3,0,304,572,1,
010 - WILSON,12,0,0,82,1,0,110,0,245,0,21,1,0,256,519,4,
011 - EAST FALLS CHURCH,11,0,2,60,1,0,96,1,173,1,29,1,0,192,376,5,
012 - FAIRLINGTON,8,1,0,70,2,1,131,1,313,1,38,2,0,234,537,0,
013 - GLEN CARLYN,4,1,0,66,1,1,40,0,109,0,22,2,0,186,331,0,
014 - CLARENDON,2,1,0,41,1,0,79,0,189,0,22,1,0,161,318,2,
015 - LYON PARK,7,1,0,67,5,1,84,0,229,0,37,2,0,275,510,4,
016 - LYON VILLAGE,3,1,0,64,3,0,110,0,262,0,34,2,0,245,563,3,
017 - OVERLEE KNOLLS,10,0,1,88,2,0,148,0,225,0,55,3,0,272,641,0,
018 - PARK LANE,8,1,0,93,2,0,135,0,329,0,41,2,0,311,628,2,
019 - ROSSLYN,2,0,0,87,1,0,97,0,213,0,27,3,0,293,492,0,
020 - THRIFTON,11,1,2,100,4,0,184,0,273,0,47,2,1,182,623,3,
021 - VIRGINIA HIGHLANDS,5,3,1,108,5,1,108,0,349,0,42,1,0,258,499,1,
022 - ABINGDON,13,1,1,52,0,0,125,0,274,0,40,1,0,272,512,3,
023 - WESTOVER,7,0,0,83,1,0,98,0,208,1,39,1,0,289,520,3,
024 - WOODLAWN,7,1,0,83,1,0,108,1,275,0,44,0,0,341,705,5,
025 - ARLINGTON FOREST,5,0,0,70,2,0,84,0,142,0,30,0,0,197,468,1,
026 - FILLMORE,12,1,0,65,3,0,78,0,199,0,52,3,1,413,563,5,
027 - JEFFERSON,8,0,0,77,1,0,74,0,206,0,32,1,0,311,533,5,
028 - CLAREMONT,9,0,0,64,2,1,58,3,178,0,27,1,0,311,521,2,
029 - DOMINION HILLS,12,1,0,60,2,0,94,1,252,0,43,3,0,275,590,3,
030 - GLEBE,5,0,1,57,1,0,51,1,105,0,18,1,0,238,530,2,
031 - LEXINGTON,8,0,1,72,1,0,156,0,215,1,33,4,1,241,613,1,
032 - OAKRIDGE,6,0,1,51,2,0,49,0,98,0,23,2,0,78,196,1,
033 - ROCK SPRING,10,0,0,95,2,0,182,0,302,0,35,0,0,213,569,2,
034 - YORKTOWN,4,1,2,61,1,0,136,2,229,0,41,0,0,219,506,0,
035 - MADISON,17,2,2,119,1,0,211,0,335,0,54,1,0,200,590,4,
036 - MARSHALL,7,1,0,97,1,0,115,0,254,0,57,2,1,271,606,3,
037 - NOTTINGHAM,11,0,0,88,2,0,153,0,242,1,31,1,2,218,508,4,
038 - ARLINGTON VIEW,4,0,0,40,0,0,30,2,99,1,27,1,0,206,374,0,
039 - ASHLAWN,10,0,0,49,5,1,60,0,107,0,33,0,0,133,303,1,
040 - VIRGINIA SQUARE,4,1,0,88,1,0,113,0,272,0,36,4,0,239,478,4,
041 - WOODBURY,3,2,1,66,4,0,96,1,233,0,25,1,0,191,423,2,
042 - SHIRLINGTON,3,0,1,41,2,0,76,0,160,0,24,0,0,198,403,2,
043 - ARLINGTON MILL,1,0,0,27,1,1,12,0,48,0,10,0,0,137,305,3,
044 - DAWSON TERRACE,5,0,1,38,0,0,78,0,129,0,15,0,0,221,320,0,
045 - BUCKINGHAM,7,0,0,36,1,0,50,2,177,0,22,2,0,217,374,1,
046 - CENTRAL,5,1,1,76,0,0,104,0,308,0,30,1,0,282,420,2,
047 - FOUR MILE RUN,4,0,1,49,3,0,43,0,135,0,12,2,0,192,342,2,
048 - COURTLANDS,3,1,1,61,0,0,91,0,234,0,22,1,0,174,321,0,
049 - MONROE,6,0,0,37,1,0,68,0,138,0,17,1,0,149,281,0,
050 - CRYSTAL PLAZA,6,1,0,82,1,0,62,0,192,0,31,3,0,149,296,1,
051 - TAYLOR,1,1,0,22,0,0,27,0,60,1,13,0,0,60,150,3,
052 - GUNSTON,6,0,1,46,1,0,43,0,137,0,31,1,1,160,260,2,
101 - JOLIVUE,24,0,0,122,0,0,18,0,104,0,88,0,1,47,47,0,
102 - STUARTS DRAFT ELEMENTARY,32,0,0,148,1,0,16,1,89,0,83,1,0,77,58,0,
103 - VERONA,69,0,0,225,2,2,33,0,172,2,150,0,0,93,78,1,
201 - CRIMORA,50,0,0,307,0,0,19,0,127,2,185,0,0,71,89,0,
202 - NEW HOPE,28,0,0,209,3,0,27,0,109,4,85,1,0,59,36,0,
203 - WEYERS CAVE,72,0,1,229,4,0,45,3,208,3,158,4,0,96,80,0,
301 - FORT DEFIANCE,91,0,0,394,5,0,83,0,314,0,241,6,0,152,147,1,
302 - NORTH RIVER,22,0,2,117,1,0,15,0,64,0,75,0,0,33,27,0,
303 - MOUNT SOLON,22,1,0,166,2,1,20,0,96,2,87,0,0,25,26,1,
304 - CHURCHVILLE FIRE STATION,34,0,0,149,4,0,13,0,89,0,91,0,1,44,34,0,
401 - BUFFALO GAP,34,0,0,152,0,0,13,0,67,1,103,1,1,66,41,1,
402 - CHURCHVILLE ELEMENTARY,35,1,0,164,0,0,30,0,100,2,84,1,0,42,40,0,
403 - CRAIGSVILLE,8,0,0,105,0,0,6,0,36,1,58,2,1,27,27,1,
404 - DEERFIELD,17,0,0,58,0,0,7,0,27,1,21,1,0,15,9,0,
405 - CEDAR GREEN,31,0,0,173,0,0,34,0,150,3,127,0,0,79,83,0,
501 - GREENVILLE,49,0,0,232,4,0,35,0,138,1,156,0,0,53,62,0,
502 - MIDDLEBROOK,29,0,0,113,0,0,17,0,91,0,99,2,0,52,40,1,
503 - SPOTTSWOOD,19,1,0,134,1,0,15,1,78,0,75,2,0,54,40,0,
504 - WHITE HILL,58,1,0,256,2,0,40,0,150,1,181,0,2,72,65,1,
601 - SHERANDO,38,0,2,158,0,0,36,0,86,2,121,1,1,66,66,4,
602 - RIDGEVIEW,81,1,4,365,4,0,77,1,270,1,226,1,1,101,106,5,
603 - LYNDHURST,64,0,1,253,0,0,47,0,168,2,169,1,1,81,109,0,
801 - DOOMS,34,0,0,219,0,0,19,0,109,1,119,0,0,65,41,1,
802 - FISHERSVILLE,77,0,2,373,2,0,77,2,294,2,206,1,0,127,135,3,
803 - WILSON,50,0,0,236,2,1,50,0,207,0,130,2,0,120,112,1,
101 - WARM SPRINGS,9,0,0,59,0,0,7,0,32,0,10,0,0,21,35,0,
102 - MOUNTAIN GROVE,1,0,0,17,0,0,5,0,5,0,7,0,0,3,4,0,
201 - HOT SPRINGS,3,0,0,34,0,0,2,0,24,1,8,0,0,8,34,1,
301 - FAIRVIEW,9,0,0,50,1,0,7,0,27,0,9,0,0,11,16,0,
302 - BURNSVILLE,1,0,0,19,0,1,1,0,0,0,3,0,0,3,8,0,
401 - MILLBORO,8,0,0,56,0,0,9,0,22,0,22,2,0,16,27,0,
501 - HEALING SPRINGS,20,0,1,57,0,0,3,0,30,1,8,1,0,18,20,0,
101 - GOODVIEW ELEM SCHOOL,23,0,0,250,0,1,20,0,86,0,145,1,0,47,48,0,
102 - HARDY VOL FIRE CO,18,0,0,115,1,0,16,0,46,0,59,0,1,21,46,0,
103 - CHAMBLISSBURG BAPTIST CHURCH,27,0,0,194,0,0,11,0,64,0,81,2,1,49,65,1,
104 - STEWARTSVILLE RESCUE SQUAD,25,0,0,159,0,0,7,0,48,0,90,0,0,40,45,2,
201 - BEDFORD CHRISTIAN CHURCH,38,0,0,101,0,0,5,0,33,1,60,1,0,20,19,0,
202 - STAUNTON RIVER HIGH SCHOOL,24,0,0,129,1,1,7,0,39,1,86,0,0,25,30,0,
203 - MONETA ELEM SCHOOL,35,0,0,267,1,0,47,0,125,3,125,0,0,61,102,1,
204 - Quaker BAPTIST CHURCH,13,0,1,87,0,0,8,0,25,0,49,0,0,20,13,1,
205 - SAUNDERS VOL FIRE CO,38,1,0,227,1,1,49,0,141,1,102,0,0,47,86,1,
301 - NEW LONDON ACADEMY,110,0,0,319,1,0,41,0,258,2,436,0,0,68,98,2,
302 - BEDFORD REGIONAL WATER AUTH,33,0,0,173,0,0,18,0,61,0,147,0,0,36,64,0,
303 - BETHESDA UNITED METHODIST CHURCH,28,0,0,98,0,0,15,0,42,0,106,1,0,35,43,2,
304 - FOREST YOUTH ATHLETIC ASSOC,42,0,0,86,0,0,23,0,69,1,117,1,0,45,29,0,
305 - HUDDLESTON ELEM SCHOOL,27,0,0,97,1,0,8,0,50,0,67,0,1,18,21,0,
401 - FOREST ELEMENTARY SCHOOL,43,0,0,201,1,1,67,1,222,1,278,1,0,54,69,0,
402 - THOMAS JEFFERSON ELEM SCHOOL,50,0,0,133,1,0,28,0,130,0,168,1,0,36,53,0,
403 - KNIGHTS OF COLUMBUS BLDG,87,0,1,268,2,0,71,1,236,1,327,1,0,83,116,4,
404 - ST. PAUL BAPTIST CHURCH,59,0,0,233,4,0,51,0,211,0,259,0,1,55,77,0,
502 - BIG ISLAND ELEM SCHOOL,14,0,0,73,0,0,6,0,21,0,38,0,0,11,37,1,
503 - SEDALIA CENTER,20,0,0,101,0,0,8,0,28,0,60,0,0,24,25,0,
504 - SUCK SPRINGS BAPTIST CHURCH,36,0,0,130,0,0,16,0,68,0,117,2,0,24,43,0,
505 - BOONSBORO ELEMENTARY SCHOOL,57,0,0,218,2,0,72,1,190,0,179,3,0,78,102,2,
506 - BOONSBORO RURITAN CLUB,77,0,0,278,2,0,62,0,255,1,364,3,0,86,110,1,
601 - MONTVALE ELEM SCHOOL,43,0,1,163,2,0,12,0,81,1,104,0,0,46,46,2,
602 - SHADY GROVE FIRE DEPARTMENT,29,1,0,196,0,0,8,0,59,0,112,0,0,37,59,0,
603 - THAXTON BAPTIST CHURCH #1,8,0,0,60,0,0,0,0,20,0,25,0,0,19,12,0,
604 - BEDFORD WELCOME CENTER,71,0,2,209,1,0,29,0,109,1,141,2,1,85,105,1,
701 - GOODE VOL RESCUE SQUAD,62,0,1,256,3,0,31,0,159,0,288,1,0,62,64,0,
702 - LIBERTY HIGH SCHOOL,26,0,0,130,1,0,29,0,94,1,82,1,1,33,44,0,
703 - THAXTON BAPTIST CHURCH #2,21,0,0,102,0,0,7,0,60,2,72,1,0,30,38,1,
704 - BEDFORD CENTRAL LIBRARY,69,0,0,183,4,0,26,0,127,0,116,2,0,77,125,0,
101 - BASTIAN,11,0,0,67,0,0,9,0,29,0,20,0,0,6,14,0,
102 - CERES,18,0,0,67,1,0,7,0,20,0,14,0,0,18,17,1,
201 - DAVIS,0,0,0,20,0,0,3,0,5,0,4,0,0,5,12,0,
202 - SEDDON,16,0,0,125,0,0,6,0,50,1,34,0,0,38,25,1,
301 - HOLLYBROOK,7,0,0,89,1,0,7,0,22,0,20,0,0,5,12,0,
302 - MECHANICSBURG,1,0,0,44,0,0,4,0,21,0,4,0,0,4,4,0,
401 - ROCKY GAP,20,0,1,164,1,0,8,0,34,1,69,1,0,34,35,0,
101 - DALEVILLE,41,0,0,213,1,0,36,0,208,1,134,1,1,76,126,0,
102 - GREENFIELD,55,0,1,228,1,1,53,0,191,2,213,1,0,59,86,0,
201 - BLUE RIDGE,44,0,0,205,1,0,34,0,173,2,207,2,0,82,92,0,
202 - RAINBOW FOREST,48,0,0,261,0,0,21,0,149,2,219,0,0,86,79,6,
301 - BUCHANAN,42,0,1,172,1,0,28,0,91,1,94,2,0,52,63,0,
302 - MILL CREEK,53,0,0,200,0,0,33,0,119,0,109,0,0,62,62,1,
403 - EAGLE ROCK,22,0,1,115,1,0,14,0,51,2,83,2,0,31,37,2,
406 - FINCASTLE,50,1,0,306,3,0,46,1,163,2,193,3,0,91,111,0,
501 - TROUTVILLE,34,1,0,219,1,0,13,0,126,0,137,1,0,56,67,0,
502 - CLOVERDALE,41,2,0,227,1,1,31,0,213,0,194,3,0,75,128,1,
101 - BRODNAX,8,0,0,45,1,0,3,0,16,0,12,0,0,4,66,0,
102 - ROCK STORE,6,1,0,80,0,0,6,0,26,0,9,0,1,5,83,0,
103 - TILLMAN,13,0,0,91,0,0,6,1,44,0,23,1,0,8,86,1,
201 - DROMGOOLE,1,0,0,10,0,0,4,0,13,0,5,0,0,5,39,0,
202 - EDGERTON,5,0,0,28,0,0,2,0,17,0,5,0,0,23,132,0,
203 - FITZHUGH,6,0,0,23,0,0,1,0,9,0,11,0,0,21,135,1,
301 - ALBERTA,3,0,0,17,0,0,1,0,7,0,1,0,0,3,14,0,
302 - DANIELTOWN,20,0,0,60,1,0,3,0,30,0,21,0,0,8,138,0,
303 - ELMORE,2,0,0,23,0,0,3,0,15,0,12,0,0,9,54,0,
304 - SEYMOUR,2,0,0,29,0,0,10,0,6,0,3,0,0,3,67,0,
401 - STURGEON,6,0,0,79,0,0,2,1,38,0,14,0,0,11,199,0,
402 - KING'S STORE,6,0,0,22,0,0,0,0,11,0,3,0,0,11,89,0,
501 - TOTARO,13,0,0,39,0,1,8,0,39,0,8,1,0,25,234,1,
102 - BLACKEY,2,0,0,90,1,0,2,0,9,0,9,0,0,12,20,0,
103 - HURLEY,7,0,0,181,0,0,1,0,25,0,25,0,0,8,25,0,
201 - GRASSY,0,0,0,17,0,0,0,0,3,0,5,0,0,7,13,0,
202 - BULL,4,0,0,111,0,0,2,0,8,0,15,0,0,11,19,1,
203 - ROCKLICK,3,0,0,104,0,0,4,0,12,0,8,0,0,8,27,1,
301 - SLATE,4,0,0,126,0,0,4,0,23,0,19,0,0,10,46,0,
302 - NORTH GRUNDY,2,0,0,107,1,0,3,0,31,0,14,0,0,27,29,0,
403 - SOUTH GRUNDY,14,0,0,178,0,0,7,0,54,1,32,0,0,20,41,0,
404 - OAKWOOD,1,0,0,9,0,0,0,0,2,0,10,0,0,2,8,0,
501 - PRATER,3,0,0,90,0,0,4,0,11,0,6,0,0,14,50,2,
502 - FOX,2,0,0,22,0,0,0,0,5,0,1,0,0,12,14,0,
503 - VANSANT,1,0,0,105,0,0,6,0,25,0,16,0,0,17,27,1,
601 - COUNCIL,1,0,0,43,0,0,2,0,7,0,11,1,0,7,28,0,
602 - GARDEN,2,0,0,74,1,0,2,0,23,0,19,0,0,12,30,1,
603 - HURRICANE,4,0,0,57,0,0,3,0,11,0,17,0,0,5,46,0,
701 - WHITEWOOD,1,0,0,136,0,0,4,0,30,2,28,1,0,5,43,2,
702 - CONTRARY,2,0,0,87,0,0,2,0,16,0,24,0,0,15,24,2,
101 - NEW CANTON,16,0,0,111,1,0,5,1,38,1,34,0,1,24,134,1,
102  - GEORGIA CREEK,6,0,0,32,0,0,4,0,14,0,26,0,0,14,21,0,
201 - WHITE HALL,15,0,0,72,2,0,4,1,29,1,13,0,0,14,84,1,
301 - CURDSVILLE,9,0,0,98,1,0,4,0,50,1,50,1,0,26,88,0,
302 - NEW STORE,15,0,1,78,0,0,6,0,50,0,41,2,1,13,26,0,
401 - MAYSVILLE,19,0,0,147,1,0,12,0,60,0,34,0,0,45,134,0,
501 - WRIGHTS,9,0,0,59,0,0,2,0,28,0,28,0,0,10,42,0,
502 - GLENMORE,14,0,1,92,0,0,7,0,20,1,21,1,0,68,95,0,
601 - SLATE RIVER,11,0,0,83,1,0,4,0,30,0,26,0,0,30,170,2,
701 - GOLD HILL,11,0,1,80,0,1,2,0,42,0,13,0,0,17,101,0,
101 - BROOKVILLE,94,1,0,290,2,0,41,1,175,0,295,3,0,52,98,1,
102 - NEW LONDON,89,0,0,309,1,0,33,0,154,1,218,2,0,45,73,1,
201 - WALKER,60,0,0,172,4,0,14,0,155,3,198,5,0,39,83,2,
202 - BEDFORD SPRINGS,58,0,0,256,0,1,46,0,210,0,278,2,0,59,104,0,
301 - EVINGTON,29,0,0,101,1,0,7,0,42,0,63,0,0,16,52,0,
302 - OTTER RIVER,19,0,0,111,1,0,2,0,45,0,46,1,0,27,29,0,
303 - ALTAVISTA,42,0,0,211,0,1,44,0,148,0,89,2,0,57,141,1,
401 - THREE FORKS,32,0,0,229,0,0,9,0,67,0,101,0,0,31,49,0,
402 - COURT HOUSE,93,1,0,320,0,0,26,0,132,1,223,4,0,59,90,0,
501 - SPRING HILL,115,0,0,252,1,0,30,0,219,1,291,3,0,40,87,0,
502 - YELLOW BRANCH,47,0,0,183,0,0,15,0,60,0,103,2,0,38,89,0,
601 - KINGS,53,0,0,164,0,0,9,0,76,3,150,5,1,26,81,0,
602 - CONCORD,59,0,0,303,2,0,26,0,136,2,200,0,0,58,100,1,
701 - BROOKNEAL,26,0,0,171,0,0,5,0,51,0,53,0,0,38,63,1,
702 - GLADYS,45,1,0,180,3,0,13,0,73,1,100,0,0,33,96,2,
703 - MORRIS CHURCH,18,0,0,101,0,0,5,0,22,0,38,3,0,22,38,0,
101 - BOWLING GREEN,33,0,0,195,1,0,26,0,90,1,71,1,0,59,109,2,
102 - SPARTA,26,0,0,129,1,0,13,0,55,1,26,1,0,44,109,0,
201 - NORTH MADISON,21,0,0,94,1,0,13,0,65,0,50,0,0,49,134,0,
202 - SOUTH MADISON,22,0,1,144,4,1,16,0,91,0,54,2,0,77,132,2,
301 - PORT ROYAL,10,0,1,93,0,1,8,0,22,0,29,1,0,19,58,2,
302 - WOODFORD,24,0,0,166,0,1,16,0,76,0,84,5,1,53,200,1,
401 - DAWN,35,0,2,121,2,1,6,0,67,0,60,1,0,73,458,0,
402 - CARMEL CHURCH,5,0,0,45,0,0,1,0,23,1,21,0,0,36,134,0,
501 - WEST MATTAPONI,26,0,1,82,0,0,10,0,55,0,44,0,0,60,206,2,
502 - MILFORD,21,0,0,100,0,0,9,0,44,0,37,0,0,41,116,2,
601 - CHILESBURG,24,0,0,129,2,0,13,0,78,2,44,0,1,65,145,3,
602 - LAKE,20,0,1,117,0,0,13,0,62,0,41,0,0,50,75,3,
101 - MT BETHEL,6,0,0,98,1,0,3,0,17,0,43,2,0,13,25,0,
102 - ST PAUL,21,0,0,145,0,0,6,0,45,1,71,0,1,18,23,0,
103 - LAMBSBURG,6,0,1,84,0,0,2,0,21,1,43,0,1,12,24,1,
105 - FANCY GAP,19,0,0,96,1,0,25,0,35,0,41,0,0,17,41,0,
201 - HILLSVILLE B,42,0,0,242,0,0,27,0,88,1,80,1,0,52,75,0,
202 - LAUREL FORK,22,0,0,87,0,0,6,0,28,0,37,0,1,16,37,0,
203 - GLADESBORO,18,0,0,147,0,0,6,0,48,1,38,0,0,31,39,0,
301 - HILLSVILLE C,41,0,2,267,1,1,22,0,83,0,93,1,0,49,91,1,
302 - SYLVATUS,11,0,0,133,0,0,9,0,32,2,32,0,0,21,26,0,
303 - DUGSPUR,12,0,0,73,1,0,3,0,22,0,18,0,0,22,13,1,
402 - WOODLAWN D,35,0,1,215,0,0,21,0,56,0,80,0,0,42,45,0,
403 - OAKLAND D,17,0,0,119,0,0,4,0,35,0,32,1,0,20,24,2,
405 - OAKLAND A,20,0,0,91,0,0,4,0,32,1,39,0,0,27,34,0,
406 - WOODLAWN F,2,0,0,39,0,0,1,0,10,0,12,0,0,4,4,0,
501 - VAUGHAN,14,0,0,86,0,0,0,0,11,0,15,0,0,14,7,0,
502 - GLADEVILLE,26,0,0,212,2,0,15,0,73,0,55,0,0,24,32,0,
503 - WOODLAWN E,11,0,0,98,2,0,5,0,31,1,36,1,0,21,21,0,
504 - LAUREL,13,0,0,124,0,1,4,1,39,0,33,1,0,19,23,0,
101 - PRECINCT 1-1,9,0,0,84,0,0,11,0,62,1,54,2,0,50,267,0,
201 - PRECINCT 2-1,13,0,1,63,0,0,8,0,25,0,58,0,0,38,259,0,
