Precinct Name,Carson_Ben,Fiorina_Carly,Christie_Chris,Trump_Donald,Bush_Jeb,Gilmore_Jim,Kasich_John,Graham_Lindsey,Rubio_Marco,Huckabee_Mike,Cruz_Ted,Paul_Rand,Santorum_Rick,Sanders_Bernie,Clinton_Hillary,O'Malley_Martin,
402 - BONSACK,17,0,0,70,0,0,11,0,57,0,42,0,0,25,26,1,
403 - NORTH VINTON,40,0,0,204,1,0,22,0,103,0,104,2,0,73,65,1,
404 - SOUTH VINTON,25,0,0,197,0,0,26,1,90,0,107,0,0,95,95,1,
405 - LINDENWOOD,59,0,0,355,4,1,41,0,243,2,213,5,0,127,154,4,
406 - MOUNT PLEASANT,46,0,3,232,1,0,21,0,143,1,161,2,1,85,103,1,
501 - COTTON HILL,12,1,1,161,0,0,37,0,166,1,92,1,1,74,108,3,
502 - PENN FOREST,24,0,0,109,1,2,29,0,112,1,78,1,0,90,90,0,
503 - CAVE SPRING,43,0,0,163,1,0,59,0,160,3,95,4,1,93,126,1,
504 - OGDEN,19,0,0,110,2,0,18,1,80,0,65,0,0,119,108,2,
505 - CLEARBROOK,15,1,0,162,0,0,17,0,60,0,87,1,0,69,60,1,
506 - MOUNT VERNON,18,1,1,127,2,0,16,0,116,1,78,1,0,84,89,0,
507 - HUNTING HILLS,21,1,1,241,3,0,69,0,278,2,129,0,0,111,162,2,
101 - AIRPORT,11,0,0,96,1,0,72,0,106,0,35,2,0,72,109,0,
102 - BEN SALEM,16,0,0,79,0,0,23,0,66,0,46,1,0,39,57,0,
103 - PLANK ROAD,8,0,0,49,0,1,17,0,25,0,25,0,0,16,30,1,
104 - EFFINGER,21,0,0,44,0,0,11,0,32,0,20,0,0,34,23,0,
201 - COLLIERSTOWN,10,0,0,55,1,0,28,0,59,0,28,1,0,46,96,0,
202 - HIGHLAND BELLE,28,0,1,125,0,0,44,0,156,0,66,0,0,94,122,0,
203 - VO-TECH,10,0,1,29,0,0,18,0,33,0,9,1,0,31,42,0,
301 - MAURY RIVER,11,0,0,64,0,0,4,0,28,0,25,0,0,23,47,0,
302 - NATURAL BRIDGE,13,1,0,79,0,0,4,0,22,1,29,0,0,34,40,0,
303 - FALLING SPRING,6,1,0,41,1,0,5,0,13,0,22,0,0,10,14,0,
401 - FAIRFIELD,14,0,0,71,1,0,17,0,71,0,33,0,0,44,41,0,
402 - MOUNTAIN VIEW,23,0,0,106,2,0,24,1,89,0,39,0,0,46,48,0,
403 - VESUVIUS,4,0,0,40,1,0,4,0,18,1,29,0,0,10,12,0,
501 - GOSHEN,5,0,0,70,0,0,7,0,13,2,18,0,0,19,13,1,
502 - MEADOWVIEW,15,0,0,53,1,0,17,0,82,1,23,0,0,41,69,1,
503 - ROCKBRIDGE BATHS,17,0,0,48,0,1,16,0,33,1,15,0,0,31,51,0,
504 - ROCKBRIDGE,19,0,1,91,1,0,27,1,63,1,52,1,0,59,55,0,
101 - BROADWAY,58,0,0,230,3,1,38,0,184,0,136,0,1,100,92,2,
102 - TIMBERVILLE,22,0,0,117,0,0,15,1,85,0,41,0,0,60,34,0,
103 - FULKS RUN,23,0,0,147,0,0,10,0,62,0,91,1,1,35,19,0,
104 - BERGTON,15,0,1,54,0,0,6,0,31,0,40,0,0,6,8,0,
105 - LACEY SPRING,23,0,0,124,0,0,17,0,51,0,67,1,0,29,12,0,
106 - TENTH LEGION,22,1,0,108,1,1,14,1,55,1,41,0,0,22,13,0,
107 - PLAINS,34,0,2,127,1,1,10,0,62,0,72,2,0,29,24,1,
108 - LITTLE NORTH MOUNTAIN,19,0,0,76,0,0,16,0,58,1,44,0,0,23,23,0,
201 - SINGERS GLEN,38,0,0,131,2,1,25,0,101,1,109,2,0,64,50,0,
202 - EDOM,55,0,1,220,3,1,28,0,171,2,152,1,0,127,69,0,
203 - DAYTON,21,0,1,91,2,0,16,0,108,0,62,1,0,70,38,2,
204 - MT CLINTON,44,0,0,187,1,0,32,0,143,1,119,1,0,66,42,0,
205 - SILVER LAKE,58,0,2,198,1,1,65,0,193,0,152,0,0,92,93,1,
301 - KEEZLETOWN,29,0,0,123,1,0,16,0,66,1,77,1,1,46,24,0,
302 - PORT REPUBLIC,40,1,0,188,0,1,24,0,111,1,108,2,0,62,53,0,
303 - MELROSE,24,0,0,117,1,0,5,0,65,1,61,0,0,33,32,0,
304 - GROTTOES,32,0,0,211,2,0,19,0,85,1,65,3,0,55,45,1,
305 - MASSANETTA SPRINGS,43,0,2,157,2,0,64,0,238,0,107,0,0,137,118,3,
306 - CROSS KEYS,14,0,0,67,1,0,14,0,50,0,46,1,0,28,24,0,
307 - CROSSROADS,43,0,1,232,1,0,104,1,305,3,142,1,0,111,203,1,
401 - BRIDGEWATER,84,2,3,208,6,2,98,2,325,2,221,0,0,172,178,3,
402 - MONTEZUMA,35,0,0,157,0,0,34,0,145,3,124,1,1,51,49,0,
403 - MT CRAWFORD,6,0,0,21,0,1,9,0,19,0,14,0,0,10,14,1,
404 - NORTH RIVER,45,1,1,130,1,0,14,0,103,1,117,0,0,53,54,0,
405 - OTTOBINE,43,0,0,244,2,0,18,0,96,0,124,1,0,39,33,0,
501 - ELKTON,30,0,0,181,4,0,11,0,76,1,88,1,0,66,58,0,
502 - SWIFT RUN,45,0,1,298,1,0,17,0,101,1,129,3,0,51,46,0,
503 - MCGAHEYSVILLE,48,2,0,270,1,2,27,0,145,2,130,0,0,87,78,0,
504 - SOUTH FORK,21,0,1,155,2,0,11,0,64,1,55,0,0,30,29,0,
505 - STONY RUN,58,0,0,192,1,0,42,0,134,0,104,2,1,140,124,0,
101 - MOCCASIN,8,0,0,118,0,0,7,0,36,0,66,0,0,18,21,1,
102 - COPPER CREEK,9,0,0,70,0,0,1,0,23,0,28,0,0,17,21,1,
103 - SOUTH CASTLEWOOD,5,0,0,72,0,0,1,0,18,0,12,0,0,21,29,0,
201 - NORTH CASTLEWOOD,19,0,0,200,0,0,4,0,64,2,86,1,0,54,76,3,
202 - DANTE,3,0,0,41,0,0,2,0,5,1,7,0,0,13,19,0,
301 - COOKS MILL,2,0,0,43,0,0,2,0,12,0,3,0,0,2,9,0,
302 - DAUGHERTY,7,0,0,71,0,0,0,0,14,0,31,0,0,7,18,0,
303 - NEW GARDEN,13,0,0,108,0,0,7,0,32,0,30,0,0,17,38,1,
304 - CLEVELAND,5,0,0,67,1,0,3,0,14,0,18,0,0,23,26,1,
401 - DRILL,2,0,0,20,0,0,1,0,2,0,4,0,0,3,5,0,
402 - SWORDS CREEK,16,0,1,218,0,0,5,0,46,1,47,3,0,29,32,1,
403 - HONAKER,9,0,0,65,0,0,4,1,19,1,8,0,0,19,33,0,
501 - WEST LEBANON,37,0,1,273,1,1,16,0,98,3,112,1,0,68,104,1,
601 -  EAST LEBANON,22,0,2,126,0,0,9,0,63,3,59,0,0,25,37,2,
602 - ELK GARDEN,19,0,1,214,0,0,14,0,73,1,43,0,0,32,59,1,
101 - WEBER CITY,20,0,0,90,0,0,9,0,46,4,48,0,0,21,17,0,
102 - YUMA,21,0,0,121,5,0,10,0,37,4,86,1,0,13,21,2,
202 - WEBER CITY EAST,12,0,0,73,0,0,3,0,35,1,33,0,0,9,17,0,
203 - HILTONS,19,0,0,140,1,0,6,0,53,2,69,1,0,30,31,0,
204 - CLARK'S,5,0,0,47,0,0,2,0,15,0,28,0,0,2,8,0,
301 - NICKELSVILLE,12,0,0,95,0,0,2,0,23,0,33,1,0,11,12,0,
302 - SNOWFLAKE,18,0,1,112,1,0,7,0,25,2,26,0,0,14,14,0,
303 - TWIN SPRINGS,2,1,0,58,1,1,4,0,19,0,32,0,0,11,7,0,
304 - COPPER CREEK,3,0,0,25,0,0,1,0,8,0,3,0,0,5,9,0,
401 - GATE CITY,40,0,0,227,1,0,14,0,126,1,98,3,1,53,52,2,
501 - DUNGANNON,1,0,0,53,0,0,0,0,10,1,12,0,0,8,19,0,
502 - FORT BLACKMORE,5,0,0,58,0,0,2,0,16,0,19,0,0,8,20,0,
503 - MANVILLE,5,0,0,35,1,0,2,0,12,0,5,0,0,1,7,0,
504 - RYE COVE,19,0,0,92,1,0,7,0,11,0,16,0,0,12,10,0,
601 - CLINCHPORT,9,0,0,81,0,0,1,0,13,0,15,0,0,8,8,0,
602 - DUFFIELD-PATTONSVILLE,21,0,0,104,0,0,2,0,39,0,50,1,0,18,24,0,
603 - FAIRVIEW,1,0,0,27,1,0,3,0,8,0,14,0,0,0,12,0,
101 - ORKNEY SPRINGS,37,0,1,122,1,1,24,0,78,0,57,2,0,38,66,0,
103 - NEW MARKET,107,1,1,293,3,1,42,0,185,3,158,0,1,107,83,2,
201 - CONICVILLE,38,0,0,219,2,0,27,0,109,1,79,2,0,60,63,0,
202 - MT JACKSON,37,0,0,222,2,0,17,0,107,1,82,2,1,56,53,2,
302 - EDINBURG,51,0,0,171,2,0,20,0,131,4,113,0,0,64,59,1,
303 - ST LUKE,39,2,0,175,3,1,18,0,129,2,105,0,1,48,52,2,
304 - FORT VALLEY,28,0,0,104,1,0,23,0,84,0,68,2,1,44,37,0,
401 - WOODSTOCK,121,0,0,285,1,0,101,0,257,1,159,3,0,159,199,1,
501 - CEDAR CREEK,5,0,0,23,0,0,1,0,15,1,7,0,0,5,7,0,
503 - TOMS BROOK,52,1,3,269,6,0,33,0,134,3,111,3,1,96,87,2,
504 - LEBANON CHURCH,16,0,0,193,0,0,15,0,87,4,91,2,1,61,54,0,
601 - STRASBURG,67,2,1,291,2,0,38,3,205,1,168,3,0,150,165,2,
101 - SALTVILLE,22,0,0,229,0,2,13,0,76,0,65,0,0,40,66,1,
201 - SEVEN MILE FORD,10,0,0,156,0,1,9,0,54,0,59,0,0,19,41,1,
202 - RICH VALLEY,7,0,0,60,0,0,3,0,26,1,14,0,0,12,31,1,
301 - CHILHOWIE,32,0,0,208,0,0,12,0,94,2,97,1,0,31,45,1,
302 - ST CLAIR,6,0,0,73,0,0,5,0,17,0,19,0,0,8,8,0,
401 - EAST PARK,26,0,2,158,1,0,15,0,76,2,34,0,0,42,68,0,
402 - WEST PARK,5,0,0,49,0,1,6,0,32,1,12,2,0,15,32,0,
501 - ATKINS,20,0,0,166,2,1,6,0,47,1,36,3,0,25,31,0,
502 - WASSONA,19,0,0,88,0,0,17,0,62,0,35,1,1,30,72,2,
601 - ROYAL OAK EAST,12,0,1,147,1,0,10,0,41,0,59,0,0,49,44,0,
602 - ROYAL OAK WEST,7,0,0,88,1,0,4,0,48,0,30,1,0,14,17,0,
701 - ADWOLFE,15,0,1,191,2,0,4,0,61,1,46,0,0,25,18,2,
702 - SUGAR GROVE,7,0,0,86,1,1,12,0,48,1,30,0,0,32,32,0,
703 - KONNAROCK,4,0,0,26,0,0,0,0,4,0,10,0,0,4,4,0,
101 - BERLIN,11,1,0,81,0,0,4,0,63,0,27,1,0,15,29,0,
102 - IVOR,13,0,0,110,0,0,8,0,49,0,29,0,0,24,129,2,
201 - BOYKINS,9,0,0,80,1,0,9,0,34,1,25,0,0,8,210,3,
202 - BRANCHVILLE,3,0,0,36,0,0,3,0,18,0,15,0,0,6,53,2,
301 - CAPRON,12,0,0,69,2,0,9,0,41,0,31,0,0,25,130,1,
302 - SEBRELL,7,0,0,74,0,0,4,0,34,0,15,0,0,12,79,0,
401 - DREWRYVILLE,3,0,0,43,0,0,4,0,21,0,14,0,0,19,107,1,
501 - HUNTERDALE,28,0,0,151,0,0,20,0,108,1,33,0,0,34,97,3,
502 - FORKS-OF-THE-RIVER,8,0,0,57,0,0,4,0,24,1,16,0,0,9,56,0,
601 - COURTLAND,17,1,2,111,1,1,8,0,75,1,38,0,0,33,124,1,
602 - SEDLEY,21,0,0,62,0,0,5,0,41,0,18,0,0,1,17,0,
701 - BLACKWATER RIVER,6,0,0,38,0,0,1,0,18,0,8,0,0,11,95,1,
702 - NEWSOMS,12,0,0,99,3,1,7,0,52,0,29,0,0,14,63,2,
101 - PARTLOW,37,0,0,305,4,1,14,0,96,3,89,2,0,67,96,1,
102 - BLAYDES CORNER,31,0,0,279,0,0,16,0,82,1,99,3,0,59,104,3,
103 - TRAVELERS REST,52,1,1,285,0,0,42,0,145,1,130,1,0,142,210,4,
104 - MASSAPONAX,5,0,0,13,0,0,4,0,11,0,11,0,0,0,0,0,
201 - WILDERNESS SCHOOL,40,1,1,241,1,0,74,0,177,1,126,1,0,128,155,2,
202 - WILDERNESS FIRE,47,2,0,285,2,1,40,0,144,0,149,2,0,104,119,3,
203 - NI RIVER / ELYS FORD,48,1,0,269,1,0,57,0,210,3,115,0,1,89,125,1,
204 - CHANCELLOR,61,1,2,234,1,0,49,0,162,1,132,2,0,193,235,2,
301 - PLANK ROAD,57,0,1,303,1,0,66,0,212,1,158,3,0,144,209,2,
302 - HAZEL RUN,47,0,2,237,3,0,55,0,218,0,140,1,0,185,261,9,
303 - RIVERBEND,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
401 - SUMMIT,0,0,0,2,0,0,0,0,4,0,1,0,0,0,2,0,
402 - PARKSIDE,18,0,0,76,0,0,5,0,79,0,59,0,0,64,129,1,
403 - LEE HILL,11,0,0,55,0,0,13,0,37,0,33,0,0,29,48,1,
501 - BELMONT,31,0,0,234,2,0,35,0,99,0,80,0,0,48,77,0,
502 - BROKENBURG,27,0,0,214,0,1,34,0,88,0,77,1,0,38,63,0,
503 - POST OAK,32,1,0,237,0,0,21,0,91,2,96,0,0,41,71,0,
504 - COURTHOUSE,46,0,0,250,0,0,51,0,192,0,155,1,0,98,201,1,
505 - BROCK,50,1,0,309,2,0,144,0,328,1,125,0,0,103,187,0,
601 - SALEM,52,0,0,265,0,1,41,1,199,1,191,4,1,158,312,2,
602 - SMITH STATION,61,1,2,327,3,0,63,0,282,2,167,5,0,245,393,7,
603 - PIEDMONT,31,0,0,190,2,0,42,1,112,1,83,2,0,105,146,3,
701 - BATTLEFIELD,32,0,0,196,2,1,50,0,165,3,118,0,0,138,233,3,
702 - BRENTS MILL,23,0,0,96,0,0,30,0,95,0,54,1,0,94,92,2,
703 - FAIRVIEW,23,0,0,106,5,0,19,0,94,0,65,2,0,116,143,0,
704 - GAYLE,70,0,2,350,2,0,109,1,307,2,172,2,1,153,415,1,
101 - HARTWOOD,100,4,1,539,8,0,84,0,385,1,262,1,0,158,197,6,
103 - SIMPSON,57,1,1,260,6,0,59,0,236,0,144,3,1,116,183,2,
104 - COLLEGE,80,1,0,345,0,0,72,1,265,0,170,0,1,156,253,2,
201 - ROCK HILL,45,2,1,251,3,0,71,1,233,0,115,3,0,133,184,5,
202 - ROSEVILLE,49,2,0,309,4,0,63,0,328,1,147,3,0,173,315,7,
203 - RUBY,66,0,1,310,4,0,45,0,156,0,132,3,0,98,106,1,
204 - STEFANIGA,65,2,0,337,7,0,134,1,361,2,172,2,0,133,311,0,
301 - GRIFFIS,25,2,0,133,0,0,15,1,124,0,55,0,0,122,259,2,
302 - WIDEWATER,38,0,2,245,0,0,29,1,146,2,118,1,1,167,369,2,
303 - HARBOUR,36,2,1,210,3,2,53,1,216,1,91,0,0,109,137,4,
304 - BARRETT,19,1,0,118,2,0,16,0,64,0,57,0,0,89,147,1,
401 - AQUIA,24,0,0,53,0,0,11,0,47,0,34,0,0,61,121,4,
402 - COURTHOUSE,43,0,4,222,3,0,43,0,213,0,122,0,0,218,432,5,
403 - BROOKE,52,1,0,386,1,0,83,0,241,1,185,4,0,146,280,8,
404 - GOVERNMENT ISLAND,44,1,0,278,6,0,96,0,227,3,118,1,1,140,158,4,
501 - GRAFTON,75,0,1,468,2,1,92,0,299,0,173,3,0,168,233,3,
502 - FALMOUTH,57,1,0,255,3,1,81,0,257,0,125,1,1,163,221,2,
503 - DREW,47,1,1,256,4,0,33,0,150,2,93,1,0,149,157,3,
504 - GAYLE,34,0,1,231,1,0,74,0,174,2,71,0,0,143,319,4,
601 - FERRY FARM,57,2,1,269,3,1,87,0,230,1,139,4,0,158,185,4,
602 - CHATHAM,61,0,0,265,3,0,60,0,280,3,146,2,0,169,230,2,
603 - WHITE OAK,59,0,1,367,1,0,88,0,251,2,169,6,1,145,168,1,
604 - ENGLAND RUN,22,1,0,63,0,2,13,1,69,0,37,1,0,102,120,1,
701 - WOODLANDS,57,1,2,313,4,1,78,0,377,1,178,3,1,193,359,1,
702 - WHITSON,27,0,0,175,0,0,29,0,187,2,117,2,0,181,273,6,
703 - HAMPTON,62,2,0,346,5,0,112,2,466,1,169,0,0,221,354,5,
101 - SURRY,22,1,0,105,0,0,7,0,66,1,61,0,1,54,112,0,
201 - BACONS CASTLE,14,0,0,36,1,0,1,0,15,0,12,0,0,15,176,2,
301 - DENDRON,9,0,0,41,0,1,3,0,30,0,18,0,0,19,101,2,
302 - WALLS BRIDGE,5,0,0,36,1,0,0,0,11,0,18,0,0,13,81,0,
401 - CARSLEY,7,0,0,56,1,1,2,0,31,0,28,0,0,30,168,1,
501 - CLAREMONT,7,0,0,82,0,0,2,0,22,0,21,0,0,29,84,2,
502 - SPRING GROVE,3,0,0,6,0,0,1,0,5,0,6,0,0,14,90,0,
101 - WAVERLY,7,1,0,32,0,0,5,2,24,0,17,0,0,14,190,0,
201 - STONY CREEK,4,0,1,27,0,0,1,0,19,0,20,0,1,9,208,0,
202 - LITTLE MILL,2,0,0,9,0,0,0,0,5,0,2,0,0,2,30,0,
302 - WAKEFIELD,6,0,0,38,1,0,6,0,13,0,12,0,0,0,8,0,
401 - MARS HILL,8,0,0,59,1,0,2,0,20,0,11,0,1,15,117,0,
402 - WEST WAKEFIELD,0,0,0,1,0,0,0,0,2,0,2,0,0,2,21,1,
501 - HENRY,4,0,0,51,1,0,8,0,20,0,10,0,0,15,134,1,
502 - YALE,2,0,0,27,0,0,2,0,7,0,4,0,0,3,69,0,
601 - BLACKWATER,6,0,0,60,0,0,3,0,38,1,28,0,0,10,61,0,
602 - NEWVILLE,5,0,0,29,0,0,4,0,10,0,17,0,0,3,32,0,
101 - ABBS VALLEY,8,0,1,57,0,0,1,0,10,0,12,0,0,6,11,2,
102 - TIP TOP,9,0,0,81,0,0,2,2,20,0,34,0,0,18,23,1,
103 - BOISSEVAIN,1,0,0,37,0,0,0,0,13,0,6,0,0,8,15,0,
104 - FALLS MILLS,9,0,0,93,1,0,3,0,31,0,27,2,0,9,24,0,
106 - POCAHONTAS,2,0,0,34,1,0,1,0,6,0,5,0,0,13,13,0,
107 - AMONATE,0,0,0,17,0,0,0,0,5,0,4,0,0,3,5,0,
109 - BISHOP,2,0,0,48,0,0,4,0,7,0,9,0,0,6,8,1,
110 - ADRIA,7,0,0,83,0,1,7,0,10,2,17,0,0,6,13,0,
111 - GAP STORE,3,0,0,58,1,0,5,0,14,1,29,0,0,9,21,2,
112 - BANDY,6,0,0,43,0,0,0,0,12,0,5,0,0,5,7,0,
203 - BURKES GARDEN,7,0,0,36,0,1,3,0,5,0,8,1,0,5,10,0,
204 - CLEAR FORK,10,0,0,80,1,0,5,0,21,0,41,0,0,8,12,1,
207 - FREESTONE,4,0,1,25,1,0,3,0,2,1,15,0,0,2,8,0,
209 - JEFFERSONVILLE,55,0,0,446,2,1,27,0,134,1,119,1,0,85,136,3,
214 - THOMPSON VALLEY,11,0,1,110,0,0,9,0,31,0,29,1,0,9,18,2,
301 - CEDAR BLUFF,34,1,1,431,0,1,31,0,109,0,107,1,0,40,37,0,
302 - BAPTIST VALLEY,8,0,0,61,0,0,1,1,8,0,16,0,0,14,17,1,
303 - WARDELL,16,1,0,158,1,0,5,0,47,0,53,0,0,23,14,0,
305 - POUNDING MILL,20,0,0,111,1,0,10,0,21,0,27,1,0,9,19,1,
401 - RICHLANDS,33,0,0,441,1,1,17,0,120,0,109,2,0,68,74,2,
402 - JEWELL RIDGE,5,0,0,44,1,0,2,0,2,0,3,0,0,10,9,0,
404 - RAVEN,8,0,0,136,0,1,7,0,20,1,18,0,1,12,32,0,
501 - SPRINGVILLE,23,0,0,284,0,0,17,0,65,1,102,0,0,33,30,3,
502 - GRAHAM,71,1,1,458,1,0,50,0,157,4,163,3,0,59,97,3,
101 - FORK TOWN,19,1,1,109,1,1,22,0,74,0,81,4,0,74,58,1,
102 - OTTERBURN,34,1,1,298,2,0,39,0,150,0,174,2,0,104,96,1,
201 - HAPPY CREEK,36,1,0,186,2,0,29,0,166,0,149,6,0,109,108,0,
202 - LINDEN,34,0,1,227,3,0,28,0,128,3,142,2,0,153,90,0,
301 - NORTH RIVER,21,1,0,167,0,0,16,0,79,0,86,0,1,77,103,0,
302 - RIVERTON,29,0,1,205,1,0,22,0,92,0,126,4,1,70,65,1,
401 - EAST SHENANDOAH,34,1,0,292,1,0,28,1,154,1,225,2,0,146,107,4,
402 - TOWN - WEST SHENANDOAH,15,0,1,125,3,0,20,0,105,0,95,4,0,68,70,0,
501 - SOUTH RIVER,41,2,0,222,1,0,34,0,96,1,139,0,0,100,125,2,
502 - BENTONVILLE,16,1,0,100,0,0,15,0,58,0,57,0,0,40,38,2,
504 - BROWNTOWN,7,0,0,81,0,0,7,0,54,1,34,0,0,29,40,1,
101 - EAST ABINGDON,48,3,1,222,1,0,40,0,150,3,156,4,0,156,161,1,
102 - WEST ABINGDON,15,0,0,154,1,0,27,1,70,0,74,1,0,70,97,0,
201 - CLINCHBURG,13,0,0,99,1,0,6,0,27,0,50,1,0,19,21,0,
202 - GREENDALE,14,0,0,159,1,0,11,0,41,0,102,0,1,35,32,1,
203 - HAYTERS GAP,6,0,0,59,0,0,5,0,18,0,29,1,0,5,13,1,
204 WOODLAND HILLS,24,0,0,161,1,0,18,0,92,0,91,0,0,43,62,1,
301 - WATAUGA,45,1,2,302,0,0,38,0,190,2,129,2,0,67,120,1,
302 - SOUTH ABINGDON,34,2,2,239,0,0,50,0,150,1,120,0,1,144,132,3,
401 - GLADE SPRING,34,0,0,169,0,0,13,0,55,1,64,0,0,42,49,1,
402 - MEADOWVIEW,44,0,0,200,1,0,28,0,90,2,116,2,0,58,93,1,
501 - RHEA VALLEY,21,2,2,272,2,0,18,1,95,1,164,0,0,43,64,1,
502 - DAMASCUS,13,0,0,124,0,0,10,0,71,0,81,2,0,60,64,0,
504 - GREEN COVE,3,0,0,29,0,0,1,0,15,1,16,1,0,8,10,2,
601 - BURSON PLACE,31,0,0,265,0,0,12,2,82,2,174,1,0,47,33,1,
602 - MENDOTA,4,0,1,38,1,1,10,0,9,0,51,2,0,6,14,0,
603 - VALLEY INSTITUTE,26,0,0,229,2,1,12,0,67,3,135,0,0,44,45,1,
701 - HIGH POINT,41,0,0,203,0,0,26,0,114,3,113,0,1,25,40,1,
702 - WALLACE,14,0,0,112,2,0,9,0,52,0,44,1,0,27,24,1,
703 - JOHN BATTLE,37,0,0,217,0,1,23,0,101,0,136,0,1,48,55,2,
101 - APPALACHIA,10,0,0,120,2,0,8,0,32,0,24,1,1,38,56,2,
102 - DORCHESTER,15,0,0,104,1,0,1,0,17,0,14,0,0,21,18,1,
103 - GUEST RIVER VOTING PLACE,21,0,0,82,0,0,3,0,31,0,18,0,0,17,14,0,
104 - WEST POUND,25,0,0,268,0,0,11,0,67,1,54,0,0,48,62,0,
201 - NORTH COEBURN,8,0,0,128,0,0,2,0,20,0,36,2,0,23,17,0,
202 - WISE,39,0,1,293,2,3,17,0,116,2,78,2,0,106,95,1,
203 - EAST POUND,15,0,0,43,0,0,3,0,13,1,14,1,0,7,5,0,
301 - BIG STONE GAP,35,1,0,227,0,1,15,0,118,2,56,0,1,90,92,2,
302 - EAST STONE GAP,46,0,0,284,0,0,18,0,75,0,69,0,0,75,49,0,
401 - CLINCH VALLEY,35,0,1,185,0,0,14,0,54,2,74,1,0,55,41,1,
402 - SOUTH COEBURN,38,1,0,262,1,3,10,0,60,2,66,0,0,57,30,1,
403 - ST PAUL,3,0,1,85,0,0,3,0,28,0,12,0,0,29,26,0,
101 - ROYAL OAK,7,0,0,65,0,0,4,0,25,1,17,0,0,11,9,0,
102 - RURAL RETREAT,42,0,1,258,0,0,25,0,80,3,97,4,0,43,59,1,
203 - WEST WYTHEVILLE,44,0,0,251,2,0,39,0,120,2,60,1,0,83,126,0,
303 - EAST WYTHEVILLE,52,1,0,286,4,0,33,0,127,0,91,0,0,95,135,2,
401 - FORT CHISWELL,26,0,0,187,0,0,3,0,74,2,48,0,0,29,28,0,
402 - MAX MEADOWS,22,0,0,206,0,0,4,0,51,1,47,1,0,28,40,0,
501 - JACKSON MEMORIAL,11,0,0,128,1,0,3,0,19,0,27,0,0,15,20,0,
502 - SHEFFEY,16,0,1,191,0,0,11,0,56,2,39,0,0,31,37,0,
601 - HUDDLE,8,0,0,83,0,0,7,0,16,0,19,0,0,13,16,0,
602 - ZION,18,0,1,114,0,0,9,0,41,1,42,0,0,38,25,2,
603   EVERGREEN,12,0,0,82,0,0,7,0,29,0,32,0,0,17,17,0,
101 - QUEENS LAKE,38,0,1,190,2,0,114,0,244,1,110,0,0,153,240,2,
102 - WALLER MILL,54,0,0,243,2,0,96,0,219,2,115,2,0,150,242,3,
103 - MAGRUDER,41,0,2,198,1,0,38,0,195,4,76,1,2,185,526,4,
201 - COVENTRY,74,1,3,305,5,0,124,0,443,3,188,4,1,228,342,1,
202 - KILN CREEK,33,0,1,169,0,0,46,1,219,2,81,2,0,89,183,1,
301 - SEAFORD,83,1,1,535,2,3,95,0,365,3,144,6,0,153,154,2,
302 - YORKTOWN,41,2,0,302,3,0,91,0,280,1,101,3,1,117,193,0,
303 - EDGEHILL,46,1,0,259,5,0,58,0,207,1,120,4,0,152,241,2,
401 - HARWOODS MILL,73,2,1,393,2,0,109,0,439,2,154,4,0,152,181,2,
402 - DARE,69,1,1,434,4,1,123,1,428,2,188,2,1,133,174,0,
403 - GRAFTON,31,0,0,211,0,0,31,0,154,2,64,0,2,78,138,1,
501 - TABB,75,1,2,365,5,0,120,0,511,2,170,1,1,166,281,5,
502 - BETHEL,63,2,0,295,3,1,91,0,439,3,147,0,1,203,329,1,
101 - LADREY SENIOR BUILDING,11,0,0,120,1,1,113,0,174,0,30,1,0,152,475,3,
102 - CITY HALL,4,1,1,107,4,2,189,0,280,0,36,4,0,139,441,4,
103 - LYLES CROUCH SCHOOL,5,2,1,108,2,0,195,0,302,0,32,1,0,246,661,4,
104 - DURANT CENTER,4,0,0,71,2,0,112,1,215,1,35,3,0,262,533,2,
105 - LEE CENTER,12,0,0,104,1,1,122,1,233,0,46,0,0,294,584,6,
106 - CORA KELLY CENTER,10,0,0,64,4,0,85,0,231,1,44,4,0,376,710,6,
107 - MT VERNON RECREATION CENTER,15,0,0,109,0,1,160,1,372,0,56,1,1,406,1002,11,
108 - GEORGE WASHINGTON MIDDLE SCH,13,1,1,84,4,0,159,0,333,1,41,2,0,469,884,8,
109 - FIRE DEPARTMENT HEADQUARTERS,13,0,0,104,1,1,110,0,241,0,34,2,0,156,462,4,
110 - CHARLES HOUSTON CENTER,6,0,0,48,0,0,92,0,223,0,19,2,0,230,489,5,
201 - MAURY SCHOOL,4,0,0,84,3,0,151,2,266,1,27,1,0,223,649,5,
202 - GEORGE MASON SCHOOL,13,1,1,88,0,0,192,0,353,0,35,1,0,159,646,2,
203 - AGUDAS ACHIM SYNAGOGUE,6,0,0,80,2,1,108,0,211,1,33,1,0,271,575,1,
204 - BLESSED SACRAMENT CHURCH,12,0,2,92,2,0,184,0,281,0,30,1,0,206,565,2,
205 - DOUGLAS MACARTHUR SCHOOL,15,1,0,140,2,1,169,0,302,0,58,2,0,278,662,11,
206 - CHINQUAPIN PARK RECREATION CTR,8,0,0,68,3,2,103,0,190,0,34,1,0,182,454,6,
207 - TEMPLE BETH EL SYNAGOGUE,13,2,0,131,1,0,131,0,291,0,39,0,0,242,601,6,
208 - NOVA ARTS CENTER,5,0,1,67,4,2,64,0,213,0,34,0,0,232,412,3,
